Title,Abstract,Authors,Publication Year,url,Summary
What Do the Transcriptome and Proteome of Menstrual Blood-Derived Mesenchymal Stem Cells Tell Us about Endometriosis?,"Given the importance of menstrual blood in the pathogenesis of endometriosis and the multifunctional roles of menstrual mesenchymal stem cells (MenSCs) in regenerative medicine, this issue has gained prominence in the scientific community. Moreover, recent reviews highlight how robust the integrated assessment of omics data are for endometriosis. To our knowledge, no study has applied the multi-omics approaches to endometriosis MenSCs. This is a case-control study at a university-affiliated hospital. MenSCs transcriptome and proteome data were obtained by RNA-seq and UHPLC-MS/MS detection. Among the differentially expressed proteins and genes, we emphasize <i>ATF3, ID1, ID3, FOSB, SNAI1, NR4A1, EGR1, LAMC3,</i> and <i>ZFP36</i> genes and MT2A, TYMP, COL1A1, COL6A2, and NID2 proteins that were already reported in the endometriosis. Our functional enrichment analysis reveals integrated modulating signaling pathways such as epithelial-mesenchymal transition (↑) and PI3K signaling via AKT to mTORC1 (↓ in proteome), mTORC1 signaling, TGF beta signaling, TNFA signaling via NFkB, IL6 STAT3 signaling, and response to hypoxia via HIF1A targets (↑ in transcriptome). Our findings highlight primary changes in the endometriosis MenSCs, suggesting that the chronic inflammatory endometrial microenvironment can modulate these cells, providing opportunities for endometriosis etiopathogenesis. Moreover, they identify challenges for future research leveraging knowledge for regenerative and precision medicine in endometriosis.",['Penariol LBC; Thomé CH; Tozetti PA; Paier CRK; Buono FO; Peronni KC; Orellana MD; Covas DT; Moraes MEA; Silva WA; Rosa-E-Silva JC; Ferriani RA; Faça VM; Poli-Neto OB; Tiezzi DG; Meola J'],2022,https://pubmed.ncbi.nlm.nih.gov/36232817,menstrual blood-derived mesenchymal stem cells (MenSCs) are key to endometriosis. a case-control study at a university-affiliated hospital. no study has applied the multi-omics approaches to endometriosis MenSCs.
Digit ratios and hospitalization for COVID-19: A test of the low-androgen-driven and high-androgen-driven theories of COVID-19 severity.,"Sex hormones are likely to be important determinants of COVID-19 severity, and two opposing explanations regarding severity, the low-androgen-driven and high-androgen-driven theories, seek to explain this pattern. Digit ratios are sex dependent (males < females) and are claimed to be markers for both prenatal and postnatal testosterone. Here, we use a measure of COVID-19severity (hospitalization), compare digit ratios in patients and controls and consider whether vaccination status changed these associations. Four digits were measured (2D, 3D, 4D, 5D). There were 194 participants (94 hospitalized patients [45 men] and 100 controls [53 men]) in Sample I and 162 participants (100 hospitalized [42 men], including 40 vaccinated and 62 controls [32 men]) in Sample II. Six ratios were calculated (2D:3D; 2D:4D; 2D:5D; 3D:4D; 3D:5D, 4D:5D) and compared between COVID-19 hospitalized and non-hospitalized patients and vaccinated and non-vaccinated. In comparison to controls, we found higher (""feminized"") means in patient ratios that included 5D (2D:5D; 3D:5D; 4D:5D) in both samples. The differences were independent of sex and age. Hospitalized patients with COVID-19 have higher (feminized) means and higher standard deviations (SDs) for 5D digit ratios. Digit ratios are sex dependent (males < females) and are considered as markers for both prenatal and postnatal testosterone. If verified in future studies, the results will be helpful in regard to targeting mortality-reducing therapies for COVID-19 in certain groups of patients. We conclude that the association between high (feminized) 5D ratios and hospitalization supports the low-androgen-driven theory of COVID-19 severity.",['Kasielska-Trojan A; Manning JT; Jabłkowski M; Białkowska-Warzecha J; Kwaśniewska O; Hirschberg AL; Antoszewski B'],2024,https://pubmed.ncbi.nlm.nih.gov/39074048,a test of the low-androgen-driven and high-androgen-driven theories of COVID-19 severity. the low-androgen-driven and high-androgen-driven theories seek to explain this pattern. the low-androgen-driven and high-androgen-driven theories are sex dependent.
Managing women-specific bleeding in inherited bleeding disorders: A multidisciplinary approach.,"Multidisciplinary management of women-specific bleeding is important to preserve quality of life, healthy reproduction and social participation of women and girls with bleeding disorders (WBD). To support appropriate multidisciplinary care for WBD in haemophilia treatment centres. Two case examples are presented and management issues discussed from different health care perspectives, including the nurse, patient, psychologist, gynaecologist, geneticist, psychosexual therapist and haematologist. Woman with bleeding disorders may experience heavy menstruation from menarche onwards. This has a physical and psychosocial impact requiring a multidisciplinary approach. If a woman with an inherited bleeding disorder desires to become pregnant, preconception counselling is essential, to discuss genetic diagnosis, state of the art treatment options for the bleeding disorder in question and possible choices to prevent having an affected child, as well as maternal bleeding risks during conception, delivery and the post-partum period. Adequate management and good education of WBD requires a patient-centred multidisciplinary approach with experienced specialists in a haemophilia treatment centre.","[""Mauser-Bunschoten EP; Kadir RA; Laan ETM; Elfvinge P; Haverman L; Teela L; Degenaar MEL; Fransen van de Putte DE; D'Oiron R; van Galen KPM""]",2021,https://pubmed.ncbi.nlm.nih.gov/33314402,multidisciplinary management of women-specific bleeding is important to preserve quality of life. to support appropriate multidisciplinary care for WBD in haemophilia treatment centres.
Live birth rate of gonadotropin-releasing hormone antagonist versus luteal phase gonadotropin-releasing hormone agonist protocol in IVF/ICSI: a systematic review and meta-analysis.,"In vitro fertilization (IVF) and embryo transfer and intracytoplasmic sperm injection (ICSI) have allowed millions of infertile couples to achieve pregnancy. As an essential part of IVF/ICSI enabling the retrieval of a high number of oocytes in one cycle, controlled ovarian stimulation (COS) treatment mainly composes of the standard long gonadotrophin-releasing hormone agonist (GnRH-a) protocol and the gonadotrophin-releasing hormone antagonist (GnRH-ant) protocol. However, the effectiveness of GnRH-ant protocol is still debated because of inconsistent conclusions and insufficient subgroup analyses. This systematic review and meta-analysis included a total of 52 studies, encompassing 5193 participants in the GnRH-ant group and 4757 in the GnRH-a group. The findings of this study revealed that the GnRH-ant protocol is comparable with the long GnRH-a protocol when considering live birth as the primary outcome, and it is a favourable protocol with evidence reducing the incidence of ovarian hyperstimulation syndrome in women undergoing IVF/ICSI, especially in women with polycystic ovary syndrome. Further research is needed to compare the subsequent cumulative live birth rate between the two protocols among the general and poor ovarian response patients since those patients have a lower clinical pregnancy rate, fewer oocytes retrieved or fewer high-grade embryos in the GnRH-ant protocol.",['Liu C; Tian T; Lou Y; Li J; Liu P; Li R; Qiao J; Wang Y; Yang R'],2023,https://pubmed.ncbi.nlm.nih.gov/38095077,in vitro fertilization and embryo transfer have allowed millions of infertile couples to achieve pregnancy. the effectiveness of the protocol is still debated because of inconsistent conclusions and insufficient subgroup analyses.
Calibration trial of an innovative medical device (<i>NEVVA<sup>©</sup></i> ) for the evaluation of pain in non-communicating patients in the intensive care unit.,"Pain management is an essential and complex issue for non-communicative patients undergoing sedation in the intensive care unit (ICU). The Behavioral Pain Scale (BPS), although not perfect for assessing behavioral pain, is the gold standard based partly on clinical facial expression. <i>NEVVA<sup>©</sup></i> , an automatic pain assessment tool based on facial expressions in critically ill patients, is a much-needed innovative medical device. In this prospective pilot study, we recorded the facial expressions of critically ill patients in the medical ICU of Caen University Hospital using the iPhone and Smart Motion Tracking System (SMTS) software with the Facial Action Coding System (FACS) to measure human facial expressions metrically during sedation weaning. Analyses were recorded continuously, and BPS scores were collected hourly over two 8 h periods per day for 3 consecutive days. For this first stage, calibration of the innovative <i>NEVVA<sup>©</sup></i> medical device algorithm was obtained by comparison with the reference pain scale (BPS). Thirty participants were enrolled between March and July 2022. To assess the acute severity of illness, the Sequential Organ Failure Assessment (SOFA) and the Simplified Acute Physiology Score (SAPS II) were recorded on ICU admission and were 9 and 47, respectively. All participants had deep sedation, assessed by a Richmond Agitation and Sedation scale (RASS) score of less than or equal to -4 at the time of inclusion. One thousand and six BPS recordings were obtained, and 130 recordings were retained for final calibration: 108 BPS recordings corresponding to the absence of pain and 22 BPS recordings corresponding to the presence of pain. Due to the small size of the dataset, a leave-one-subject-out cross-validation (LOSO-CV) strategy was performed, and the training results obtained the receiver operating characteristic (ROC) curve with an area under the curve (AUC) of 0.792. This model has a sensitivity of 81.8% and a specificity of 72.2%. This pilot study calibrated the <i>NEVVA<sup>©</sup></i> medical device and showed the feasibility of continuous facial expression analysis for pain monitoring in ICU patients. The next step will be to correlate this device with the BPS scale.",['Bellal M; Lelandais J; Chabin T; Heudron A; Gourmelon T; Bauduin P; Cuchet P; Daubin C; De Carvalho Ribeiro C; Delcampe A; Goursaud S; Joret A; Mombrun M; Valette X; Cerasuolo D; Morello R; Mordel P; Chaillot F; Dutheil JJ; Vivien D; Du Cheyron D'],2024,https://pubmed.ncbi.nlm.nih.gov/38994344,a trial of an innovative medical device was conducted for the evaluation of pain in non-communicating patients in the intensive care unit. the Behavioral Pain Scale (BPS) is the gold standard based partly on clinical facial expression. the Behavioral Pain Scale (BPS) is the gold standard based partly on clinical facial expression.
Adolescent girls' perceptions and cultural beliefs about menstruation and menstrual practices: A scoping review.,"Menstruation is experienced differently among school-going adolescents in various cultures and social contexts. This scoping review summarises the emerging evidence on adolescent girls' perceptions and cultural beliefs about menstruation and menstrual practices. A search was conducted via relevant databases and journals for the period 2004 to 2020. Two reviewers independently evaluated the methodological quality of the identified articles. The 35 articles included in the review represented adolescent girls' perceptions and cultural beliefs about menstruation and menstrual practices. Narrative analysis revealed that cultural perceptions and beliefs, economic and institutional resources and primary sources of information influenced the experience of menstruation and its management. Menstruation remained shrouded in secrecy and shame for many girls, leading to absenteeism from school. These findings underscore the need to further explore cultural practices and beliefs about menstruation that influence school attendance and long-term educational prospects of adolescent girls.",['Fennie T; Moletsane M; Padmanabhanunni A'],2022,https://pubmed.ncbi.nlm.nih.gov/37585000,a scoping review summarises emerging evidence on adolescent girls' perceptions and cultural beliefs about menstruation and menstrual practices. 35 articles represented adolescent girls' perceptions and cultural beliefs about menstruation and menstrual practices.
"Association between tea, coffee and caffeine consumption and risk of female infertility: a cross-sectional study.","To explore the association between tea, coffee, and caffeine consumption and the risk of female infertility. We analyzed data from 2099 females aged 18 to 44 years, participating in the National Health and Nutrition Examination Survey (NHANES) 2013-2018. We used generalized linear models (GLM) and generalized additive model (GAM) to investigate the dose-response relationship between the tea, coffee, and caffeine consumption and infertility, adjusting for potential confounders. A non-linear relationship was detected between tea consumption and infertility and the inflection point was 2 cups/day. On the right side of the inflection point, we did not detect a significant association. However, on the left side, we found a negative relationship between tea consumption and infertility (OR: 0.73; 95% CI: 0.57 to 0.93; P = 0.0122). Meanwhile, our study found no significant association between coffee (0.96, 0.81 to 1.13, P = 0.6189) or caffeine consumption (1.15, 0.93 to 1.42, P = 0.2148) and female infertility. Tea consumption was non-linearly associated with infertility, whereas no significant associations were found between coffee, caffeine consumption and infertility.",['Zhang H; Qian S; Chen J; Chen J'],2024,https://pubmed.ncbi.nlm.nih.gov/39085874,"study analyzed data from 2099 females aged 18 to 44 years. a non-linear relationship was detected between tea consumption and infertility. however, on the left side, we found a negative relationship between tea consumption and infertility."
Therapeutic effects and mechanism of ferulic acid and icariin in mammary gland hyperplasia model rats via regulation of the ERK pathway.,"Ferulic acid (FA) and icariin (ICA), as the active compounds derived from <i>Angelica sinensis</i> and <i>Epimedium brevicornum Maxim</i>, respectively, have been shown to promote blood circulation, regulate menstruation, exhibit anti-inflammatory effects, and modulate estrogen levels. The aim of this study was to elucidate the possible mechanism of FA, ICA, and FA-ICA on estrogen-induced mammary gland hyperplasia (MGH) in rats. Hematoxylin and eosin (HE) staining was performed to record the pathological changes in breast tissue, and enzyme-linked immunosorbent assay (ELISA) was utilized to determine the serum levels of luteinizing hormone (LH), PRL (prolactin), testosterone (T), estradiol (E2), follicular stimulating hormone (FSH), and progesterone (P). The message RNA (mRNA) expression levels of extracellular signal-regulated kinase 1 (ERK1), extracellular signal-regulated kinase 2 (ERK2), estrogen receptor (ER), and progesterone receptor (PR) were detected by real-time reverse transcription-polymerase chain reaction (RT-PCR) analysis. Furthermore, ER, phosphorylated-ER, PR, p-PR, ERK1/2, and p-ERK1/2 protein factors in the ERK signaling pathway were evaluated by Western blotting. Simultaneously, changes in breast height, diameter, body weight, and organ index were all recorded. We found that FA and ICA could modulate the degree of breast swelling, and reduce the body weight, thymus index, and uterus index. Furthermore, it could also block the pathological changes of MGH, including the number of mammary lobules, and the proliferation or expansion of acini and ducts. Moreover, treatment with FA and ICA remarkably down-regulated the serum expression levels of LH, PRL, T, and E2, as well as the mRNA expression levels of ERα, PR, ERK1, and ERK2. Additionally, protein levels of ERα, p-ERα, PR, p-PR, ERK1/2, and p-ERK1/2 in breast tissue were down-regulated, however the serum content of FSH and P was up-regulated. Our outcomes revealed that FA and ICA might potentially inhibit ERα, PR, ERK1/2, and their phosphorylated proteins via the ERK signaling pathway, thus indicating a positive feedback control for the degree of breast hyperplasia.",['Li X; Shi G'],2021,https://pubmed.ncbi.nlm.nih.gov/33987364,ferulic acid (FA) and icariin (ICA) shown to promote blood circulation. icariin (ICA) and i>Angelica sinensis are active compounds. hematoxylin and eosin staining performed to record pathological changes in breast tissue.
Influence of the Menstrual Cycle and Training on the Performance of a Perturbed Single-Leg Squatting Task in Female Collegiate Athletes.,"Anterior cruciate ligament (ACL) injuries often occur when an athlete experiences an unexpected disruption, or perturbation, during sports. ACL injury rates may also be influenced by the menstrual cycle. To determine whether training adaptations to knee control and muscle activity during a perturbed single-leg squatting (SLS) task depend on menstrual cycle phase in female athletes. Controlled laboratory study. A total of 21 healthy female collegiate athletes (current or former [<3 years]) who competed in 9 different sports performed an SLS task in which they attempted to match their knee position (user signal) to a target signal. The protocol consisted of a 9-condition pretest, 5 sets of 3 training trials, and a 9-condition posttest. One perturbation was delivered in each condition by altering the resistance of the device. Sagittal knee control (absolute error between the target signal and user signal) was assessed using a potentiometer. Muscle activity during perturbed squat cycles was normalized to maximal activation and to corresponding muscle activity during unperturbed squat cycles (%unperturbed) within the same test condition. Athletes performed the protocol during a distinct menstrual cycle phase (early follicular [EF], late follicular [LF], midluteal [ML]). Two-way mixed analysis of variance was used to determine the effects of the menstrual cycle and training on knee control and muscle activity during task performance. Venous blood was collected for hormonal analysis, and a series of health questionnaires and anthropometric measures were also assessed to determine differences among the menstrual cycle groups. After training, athletes demonstrated better knee control during the perturbed squat cycles (lower absolute error, <i>P</i> < .001) and greater soleus feedback responses to the perturbation (%unperturbed, <i>P</i> = .035). Better knee control was demonstrated in the ML phase versus the EF phase during unperturbed and perturbed squat cycles (<i>P</i> < .039 for both). Quadriceps activation was greater in the ML phase compared with the EF and LF phases, both immediately before and after the perturbation (<i>P</i> < .001 for all). Athletes learned to improve knee control during the perturbed performance regardless of menstrual cycle phase. The best knee control and greatest quadriceps activation during the perturbed squatting task was found in the ML phase. These findings may correspond to a lower incidence of ACL injury in the luteal phase and alterations in exercise performance across the menstrual cycle.",['Johnson KA; Shields RK'],2024,https://pubmed.ncbi.nlm.nih.gov/38831876,"anterior cruciate ligament injury occurs when an athlete experiences an unexpected disruption during sports. a total of 21 healthy female collegiate athletes performed an SLS task in which they attempted to match their knee position (user signal) to a target signal. the protocol consisted of a 9-condition pretest, 5 sets of 3 training trials, and a 9-condition posttest."
Indicators for National and Global Monitoring of Girls' Menstrual Health and Hygiene: Development of a Priority Shortlist.,"Despite the importance of menstrual health and hygiene (MHH) for adolescent girls' health, education, and gender equality, few countries monitor MHH. MHH needs remain underprioritized, and progress achieved through policies, programs, or investments go unmeasured. This article reports the systematic development of an indicator shortlist to monitor adolescent girls' MHH at the national and global levels across low- and middle-income countries. A core group of MHH researchers and practitioners collaborated with stakeholders from three countries with demonstrated commitment to monitoring MHH (Bangladesh, Kenya, and the Philippines), measures experts, and a global advisory group. The approach included the following: (1) define domains for monitoring MHH; (2) review and map existing indicators and measures; (3) iteratively shortlist indicators through appraising quality, feasibility, and stakeholder input; and (4) refine the shortlist and develop guidance for use. The shortlist comprises 21 indicators across seven domains covering menstrual materials, water, sanitation, and hygiene facilities, knowledge, discomforts and disorders, supportive social environments, menstrual health impacts, and policies. Indicators are accompanied by measures that have been tested or are expected to provide reliable data, alongside justification for their selection and guidance for use. The shortlisted indicators reflect the multisectoral collaboration necessary for ensuring girls' MHH. Uptake requires integration into monitoring systems at national and global levels. Future work remains to evaluate the performance of the indicators over time and to support their widespread use. Governments and stakeholders can use these indicators to track the progress of programs and policies, monitor unmet MHH needs, identify disparities, and set targets for improvement.",['Hennegan J; Caruso BA; Zulaika G; Torondel B; Haver J; Phillips-Howard PA; Valdez J; Gruer C; Okwaro N; Mahon T; Sommer M'],2023,https://pubmed.ncbi.nlm.nih.gov/37737755,"indicators for national and global monitoring of girls' menstrual health and hygiene are a priority shortlist. the shortlist includes 21 indicators across seven domains covering menstrual materials, water, sanitation, and hygiene facilities. progress achieved through policies, programs, or investments go unmeasured."
Proteomics approach to discovering non-invasive diagnostic biomarkers and understanding the pathogenesis of endometriosis: a systematic review and meta-analysis.,"Endometriosis is one of the most common gynaecological diseases, yet it lacks efficient biomarkers for early detection and unravels disease mechanisms. Proteomic profiling has revealed diverse patterns of protein changes in various clinical samples. Integrating and systematically analysing proteomics data can facilitate the development of biomarkers, expediting diagnosis and providing insights for potential clinical and therapeutic applications. Hence, this systematic review and meta-analysis aimed to explore potential non-invasive diagnostic biomarkers in various biological samples and therapeutic targets for endometriosis. Online databases, including Scopus, PubMed, Web of Science, MEDLINE, Embase via Ovid, and Google Scholar, were searched using MeSH terms. Two independent authors screened the articles, extracted the data, and assessed the methodological quality of the included studies. GO and KEGG analyses were performed to identify the pathways that were significantly enriched. Protein‑protein interaction and hub gene selection analyses were also conducted to identify biomarker networks for endometriosis. Twenty-six observational studies with a total of 2,486 participants were included. A total of 644 differentially expressed proteins (180 upregulated and 464 downregulated) were identified from 9 studies. Proteins in peripheral blood exhibited a sensitivity and specificity of 38-100% and 59-99%, respectively, for detecting endometriosis, while proteins in urine had a sensitivity of 58-91% and specificity of 76-93%. Alpha-1-antitrypsin, albumin, and vitamin D binding proteins were significantly DEPs in both serum and urine. Complement C3 is commonly expressed in serum, menstrual blood, and cervical mucus. Additionally, S100-A8 is commonly expressed in both menstrual blood and cervical mucus. Haptoglobin is commonly detected in both serum and plasma, whereas cathepsin G is found in urine, serum, and plasma. GO and KEGG enrichment analyses revealed that proteoglycans in cancer pathways, which regulate cell-to-cell interactions, modulate the extracellular matrix, and promote the proliferation and invasion of endometrial cells, are commonly enriched in serum and urine. This comprehensive study revealed potential proteomes that were significantly differentially expressed in women with endometriosis utilizing various non-invasive clinical samples. Exploring common differentially expressed proteins in various biological samples provides insights into the diagnosis and pathophysiology of endometriosis, as well as potential clinical and therapeutic applications.",['Azeze GG; Wu L; Alemu BK; Lee WF; Fung LWY; Cheung ECW; Zhang T; Wang CC'],2024,https://pubmed.ncbi.nlm.nih.gov/39061077,systematic review and meta-analysis aimed to explore potential non-invasive diagnostic biomarkers in various biological samples and therapeutic targets for endometriosis. GO and KEGG analyses were performed to identify pathways significantly enriched.
Second opinion machine learning for fast-track pathway assignment in hip and knee replacement surgery: the use of patient-reported outcome measures.,"The frequency of hip and knee arthroplasty surgeries has been rising steadily in recent decades. This trend is attributed to an aging population, leading to increased demands on healthcare systems. Fast Track (FT) surgical protocols, perioperative procedures designed to expedite patient recovery and early mobilization, have demonstrated efficacy in reducing hospital stays, convalescence periods, and associated costs. However, the criteria for selecting patients for FT procedures have not fully capitalized on the available patient data, including patient-reported outcome measures (PROMs). Our study focused on developing machine learning (ML) models to support decision making in assigning patients to FT procedures, utilizing data from patients' self-reported health status. These models are specifically designed to predict the potential health status improvement in patients initially selected for FT. Our approach focused on techniques inspired by the concept of controllable AI. This includes eXplainable AI (XAI), which aims to make the model's recommendations comprehensible to clinicians, and cautious prediction, a method used to alert clinicians about potential control losses, thereby enhancing the models' trustworthiness and reliability. Our models were trained and tested using a dataset comprising 899 records from individual patients admitted to the FT program at IRCCS Ospedale Galeazzi-Sant'Ambrogio. After training and selecting hyper-parameters, the models were assessed using a separate internal test set. The interpretable models demonstrated performance on par or even better than the most effective 'black-box' model (Random Forest). These models achieved sensitivity, specificity, and positive predictive value (PPV) exceeding 70%, with an area under the curve (AUC) greater than 80%. The cautious prediction models exhibited enhanced performance while maintaining satisfactory coverage (over 50%). Further, when externally validated on a separate cohort from the same hospital-comprising patients from a subsequent time period-the models showed no pragmatically notable decline in performance. Our results demonstrate the effectiveness of utilizing PROMs as basis to develop ML models for planning assignments to FT procedures. Notably, the application of controllable AI techniques, particularly those based on XAI and cautious prediction, emerges as a promising approach. These techniques provide reliable and interpretable support, essential for informed decision-making in clinical processes.",['Campagner A; Milella F; Banfi G; Cabitza F'],2024,https://pubmed.ncbi.nlm.nih.gov/39044277,"the frequency of hip and knee arthroplasty surgeries has been rising steadily in recent decades. the trend is attributed to an aging population, leading to increased demands on healthcare systems. the criteria for selecting patients for FT procedures have not capitalized on the available patient data."
"Clinical characteristics, anti-SARS-CoV-2 IgG titers, and inflammatory markers in individuals with post-COVID-19 condition in Kenya: a cross-sectional study.","Post-coronavirus disease 2019 (post-COVID-19) is associated with considerable morbidity and reduced quality of life. However, studies characterizing the post-COVID-19 condition in Kenya are limited. This study aimed to determine the prevalence of post-COVID-19 condition and determine the clinical characteristics, anti-SARS-CoV-2 IgG titers, and concentrations of inflammatory markers of individuals with post-COVID-19 condition in Kenya. This descriptive cross-sectional study was conducted at the Kenyatta University Health Unit, Kenya. Demographic and clinical data were collected using a questionnaire. The serum levels of anti-SARS-CoV-2 antibodies, interleukin 6 (IL-6), and C-reactive protein (CRP) were quantified by enzyme-linked immunosorbent assays. Independent samples t-test was used to compare the anti-SARS-CoV-2 IgG, IL-6, and CRP levels between the participants with and without post-COVID-19 symptoms. The case definition for post-COVID-19 condition was persistence of acute COVID-19 symptoms or emergence of new symptoms 3 months after COVID-19 diagnosis, symptoms lasting for ≥2 months, and absence of any other etiological basis to explain the symptoms. A total of 189 volunteers were recruited in this study (median age: 21 years, range: 18-71 years; male, 49.2%). Forty participants reported having had at least one COVID-19 positive diagnosis in the past, of which 12 (30%) complained of post-COVID-19 symptoms. Significant differences in the number and duration of symptoms were observed between the individuals with and without post-COVID-19 symptoms (<i>t</i>-statistic = 2.87, <i>p</i> = 0.01; <i>t</i>-statistic = 2.39, <i>p</i> = 0.02, respectively). However, no significant differences in serum levels of anti-SARS-CoV-2 IgG, IL-6, and CRP were observed between the two groups (<i>P</i> = 0.08, 0.9, and 0.28, respectively). These findings suggest that post-COVID-19 condition is a health concern even for a relatively young population in Kenya and globally. This condition requires more attention and well-designed studies to better define it and identify clinical chemistry markers that can be used for its diagnosis.",['Theuri M; Ndombi EM; Thamaini P; Ogutu JO; Onsongo L; Madete JK; Ofula V; Gitau S; Mwangi G; Okemo P'],2024,https://pubmed.ncbi.nlm.nih.gov/39056056,post-coVID-19 condition is associated with considerable morbidity and reduced quality of life. studies characterizing post-COVID-19 condition in Kenya are limited.
"Isolation, discrimination, and feeling ""constant Guilt"": A mixed-methods analysis of female physicians' experience with fertility, family planning, and oncology careers.","Family planning among female physicians is harmed by high risks of infertility, workload burden, poor family leave policies, and gender discrimination. Many women report feeling unsupported in the workplace, despite national policies to protect against unfair treatment. This secondary analysis applied a modified version of the rigorous and accelerated data reduction technique to conduct a thematic analysis of comments to an open-ended prompt. Comments were coded by multiple trained researchers then grouped and merged into illustrative themes via qualitative techniques. Of 1004 responses to the quantitative survey, 162 physicians completed the open-ended prompt. Initial codes (n = 16) were combined into eight groups including, from which three overarching themes were identified. Institutional barriers were highlighted with comments discussing the increased need for parental leave, part-time options and the concern for academic or professional punishment for being pregnant and/or having children. Departmental barriers were explored with comments grouped around codes of discrimination/negative culture and challenges with breastfeeding/pumping and childcare. Personal barriers were discussed in themes highlighting the difficulties that female physicians faced around the timing of family planning, challenges with reproductive health and assistance, and alternative circumstances and/or decisions against family planning. Barriers to family planning in oncology exist across career domains from dysfunctional maternity leave to poor education on infertility risk. Solutions include improving institutional support, expanding parental leave, and general cultural change to improve awareness and promotion of family and career balance.",['Marion S; Dalwadi SM; Kuczmarska-Haas A; Gillespie EF; Ludwig MS; Holliday EB; Thom B; Chino F; Lee A'],2024,https://pubmed.ncbi.nlm.nih.gov/39072703,"mixed-methods analysis of female physicians' experience with fertility, family planning, and oncology careers. many women report feeling unsupported in the workplace. many women report feeling unsupported in the workplace."
Female Reproductive and Gynecologic Considerations in Chronic Kidney Disease: Adolescence and Young Adulthood.,"Chronic kidney disease (CKD) increasingly affects younger people, including adolescents and young adults. CKD among females is accompanied by unique reproductive and gynecologic health concerns; though to date, this area has not been well studied. Hormonal disruptions attributed to CKD may underlie the high prevalence of abnormal uterine bleeding and influence the age of menarche in adolescents. Period poverty as a socioeconomic barrier further exacerbates the female-specific burdens of CKD. Reduced fertility in CKD is likely multifactorial and may be related to a reduction in ovarian reserve, reproductive hormone disturbances, and gonadotoxic medication use in addition to low sexual function and activity. Fertility, sexual function and activity, and risk of sexually transmitted infections increase with transplantation. Pregnancy is possible at any stage of CKD, although often accompanied by high risks of maternal and fetal complications. Contraception is thus an important consideration in CKD, but use is low and the risks and benefits of different forms in the setting of CKD are not well characterized. Though patients with CKD report reproductive health as an important element of care, many nephrologists report lack of confidence and training in this area, highlighting the need for targeted research and education. The unique reproductive health care needs of the growing transgender youth population warrant attention in nephrology training with multidisciplinary input. This review will discuss female reproductive health and gynecologic considerations in adolescents and young adults with CKD while proposing clinical and research strategies to improve this understudied yet important aspect of kidney care.",['Chang DH; Dumanski SM; Ahmed SB'],2022,https://pubmed.ncbi.nlm.nih.gov/35155855,"chronic kidney disease (CKD) affects younger people, including adolescents and young adults. nephrologists report lack of confidence and training in this area."
